100,83E4876F-2E91-4A0E-8BD8-81BC76EE001D,28FA9ABD-B1AD-467C-8149-D56970121CBF,Welcome to Development's blog,"The description is used as the meta description as well as shown in the related posts. It is recommended that you write a description, but not mandatory","Dear admin, welcome to you new blog! <br/><br/>Log in <a href=""/Development/Account/login.aspx"">here</a> to start using it. <br/><br/>Happy blogging!",2023-07-29 21:46:24.140,2023-07-29 16:46:24.140,admin,1,1,0,0,Welcome-to-Developments-blog,0
110,2053F694-70CE-46E6-9B4F-E861ED56399A,7B58C1CF-F188-4286-9379-893620CDD186,Creating a Post,"[Page:CreateAPost]
&nbsp;","<p>After logging into the blog application, click on the <strong>Content</strong> link and it will navigate you to the Admin page.&nbsp; Click <strong>Posts</strong>&nbsp;and then <strong>NEW&nbsp;</strong>to create a new Post</p>
<p><img src=""/bloghelp/image.axd?picture=/Menus/CreateAPostR2.png"" alt="""" /></p>
<table style=""height: 208px;"" width=""549"">
<tbody>
<tr>
<td style=""width: 300px; border-color: white; text-align: left; vertical-align: top;"">
<p>When you are done editing your document you will click the SAVE button; this will save your document but it will not yet be visible for viewing.</p>
<p>It is when you click PUBLISH that the post will become visible and email will be sent providing a link to subscribed users if/as applicable. &nbsp; &nbsp; &nbsp;</p>
<p>You can click Edit and Save as frequently as you need to for updates. &nbsp; It is only when you PUBLISH that emails will be sent out (you can UNPUBLISH and PUBLISH if you need to resend emails) &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</p>
</td>
<td style=""border-color: white; vertical-align: top;""><img src=""/bloghelp/image.axd?picture=/Posts/Publish.gif"" alt="""" />&nbsp; &nbsp;&nbsp;</td>
</tr>
</tbody>
</table>
<p>If the Public checkbox is checked then the post will be visible to anyone that visits the site. &nbsp;If you uncheck Public then only those people who have a link to the post can view it, e.g., the subscribers who are emailed the link.</p>
<p>The following video will walk you through the process of creating a blog post that can be seen by everyone, or just those that subscribe to your blog:<br /><video controls=""controls"" width=""300"" height=""150"">
<source src=""/videos/creatingapost.mp4"" type=""video/mp4"" /></video></p>",2023-09-01 01:06:00.000,2025-02-08 15:16:30.103,admin,1,0,0,0,creating-a-post,1
111,2053F694-70CE-46E6-9B4F-E861ED56399A,6B807649-B0C3-4E9F-92AA-150CC42985CE,Difference between Post and Page,"[Page:DifferenceBetweenPostAndPage]
To [CreateAPost]","<p>[Page:DifferenceBetweenPostAndPage]</p>
<p>To [CreateAPost]</p>",2023-09-01 01:08:00.000,2025-02-08 15:16:25.447,admin,1,1,0,0,difference-between-post-and-page,1
